year,fips,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total
2015,53,234739,2,,,,,
2015,53,234739,99,,,,,
2015,53,234784,1,,,,,
2015,53,234784,2,,,,,
2015,53,234784,99,,,,,
2015,53,234827,1,2293.0,1828.0,809.0,10.0,819.0
2015,53,234827,2,2641.0,2199.0,836.0,6.0,842.0
2015,53,234827,99,4934.0,4027.0,1645.0,16.0,1661.0
2015,53,234845,1,,,,,
2015,53,234845,2,,,,,
2015,53,234845,99,,,,,
2015,53,234915,1,,,,,
2015,53,234915,2,,,,,
2015,53,234915,99,,,,,
2015,53,234924,1,,,,,
2015,53,234924,2,,,,,
2015,53,234924,99,,,,,
2015,53,234933,1,,,,,
2015,53,234933,2,,,,,
2015,53,234933,99,,,,,
2015,53,234951,1,,,,,
2015,53,234951,2,,,,,
2015,53,234951,99,,,,,
2015,53,234979,1,,,,,
2015,53,234979,2,,,,,
2015,53,234979,99,,,,,
2015,53,235024,1,277.0,189.0,64.0,0.0,64.0
2015,53,235024,2,620.0,420.0,115.0,0.0,115.0
2015,53,235024,99,897.0,609.0,179.0,0.0,179.0
2015,53,235088,1,,,,,
2015,53,235088,2,,,,,
2015,53,235088,99,,,,,
2015,53,235097,1,2124.0,1707.0,705.0,10.0,715.0
2015,53,235097,2,3042.0,2533.0,993.0,16.0,1009.0
2015,53,235097,99,5166.0,4240.0,1698.0,26.0,1724.0
2015,53,235103,1,,,,,
2015,53,235103,2,,,,,
2015,53,235103,99,,,,,
2015,53,235149,1,,,,,
2015,53,235149,2,,,,,
2015,53,235149,99,,,,,
2015,53,235158,1,11.0,10.0,5.0,,5.0
2015,53,235158,2,36.0,32.0,23.0,,23.0
2015,53,235158,99,47.0,43.0,28.0,,28.0
2015,53,235167,1,692.0,671.0,243.0,9.0,252.0
2015,53,235167,2,1052.0,1036.0,334.0,9.0,343.0
2015,53,235167,99,1744.0,1707.0,577.0,18.0,595.0
2015,53,235237,1,,,,,
2015,53,235237,2,,,,,
2015,53,235237,99,,,,,
2015,53,235307,1,,,,,
2015,53,235307,2,,,,,
2015,53,235307,99,,,,,
2015,53,235316,1,2972.0,2215.0,633.0,1.0,634.0
2015,53,235316,2,3757.0,2730.0,702.0,1.0,703.0
2015,53,235316,99,6729.0,4945.0,1335.0,2.0,1337.0
2015,53,235334,1,,,,,
2015,53,235334,2,,,,,
2015,53,235334,99,,,,,
2015,53,235343,1,,,,,
2015,53,235343,2,,,,,
2015,53,235343,99,,,,,
2015,53,235352,1,,,,,
2015,53,235352,2,,,,,
2015,53,235352,99,,,,,
2015,53,235422,1,,,,,
2015,53,235422,2,,,,,
2015,53,235422,99,,,,,
2015,53,235431,1,,,,,
2015,53,235431,2,,,,,
2015,53,235431,99,,,,,
2015,53,235495,1,,,,,
2015,53,235495,2,,,,,
2015,53,235495,99,,,,,
2015,53,235501,1,,,,,
2015,53,235501,2,,,,,
2015,53,235501,99,,,,,
2015,53,235510,1,114.0,90.0,33.0,0.0,33.0
2015,53,235510,2,23.0,16.0,6.0,0.0,6.0
2015,53,235510,99,137.0,106.0,39.0,0.0,39.0
2015,53,235529,1,103.0,96.0,46.0,1.0,47.0
2015,53,235529,2,10.0,9.0,1.0,0.0,1.0
2015,53,235529,99,113.0,105.0,47.0,1.0,48.0
2015,53,235547,1,,,,,
2015,53,235547,2,,,,,
2015,53,235547,99,,,,,
2015,53,235583,1,,,,,
2015,53,235583,2,,,,,
2015,53,235583,99,,,,,
2015,53,235671,1,,,,,
2015,53,235671,2,,,,,
2015,53,235671,99,,,,,
2015,53,235699,1,,,,,
2015,53,235699,2,,,,,
2015,53,235699,99,,,,,
2015,53,235750,1,,,,,
2015,53,235750,2,,,,,
2015,53,235750,99,,,,,
2015,53,235769,1,196.0,132.0,42.0,,42.0
2015,53,235769,2,294.0,198.0,46.0,,46.0
2015,53,235769,99,492.0,331.0,88.0,,88.0
2015,53,235954,1,,,,,
2015,53,235954,2,,,,,
2015,53,235954,99,,,,,
2015,53,236018,1,,,,,
2015,53,236018,2,,,,,
2015,53,236018,99,,,,,
2015,53,236027,1,,,,,
2015,53,236027,2,,,,,
2015,53,236027,99,,,,,
2015,53,236072,1,,,,,
2015,53,236072,2,,,,,
2015,53,236072,99,,,,,
2015,53,236133,1,151.0,141.0,73.0,0.0,73.0
2015,53,236133,2,364.0,349.0,130.0,0.0,130.0
2015,53,236133,99,515.0,490.0,203.0,0.0,203.0
2015,53,236188,1,,,,,
2015,53,236188,2,,,,,
2015,53,236188,99,,,,,
2015,53,236212,1,,,,,
2015,53,236212,2,,,,,
2015,53,236212,99,,,,,
2015,53,236230,1,1383.0,1025.0,249.0,,249.0
2015,53,236230,2,2240.0,1712.0,394.0,,394.0
2015,53,236230,99,3623.0,2737.0,643.0,,643.0
2015,53,236258,1,,,,,
2015,53,236258,2,,,,,
2015,53,236258,99,,,,,
2015,53,236328,1,2464.0,1793.0,242.0,,242.0
2015,53,236328,2,3363.0,2823.0,410.0,,410.0
2015,53,236328,99,5827.0,4616.0,652.0,,652.0
2015,53,236382,1,,,,,
2015,53,236382,2,,,,,
2015,53,236382,99,,,,,
2015,53,236452,1,393.0,362.0,79.0,0.0,79.0
2015,53,236452,2,552.0,518.0,100.0,0.0,100.0
2015,53,236452,99,945.0,880.0,179.0,0.0,179.0
2015,53,236504,1,,,,,
2015,53,236504,2,,,,,
2015,53,236504,99,,,,,
2015,53,236513,1,,,,,
2015,53,236513,2,,,,,
2015,53,236513,99,,,,,
2015,53,236531,1,,,,,
2015,53,236531,2,,,,,
2015,53,236531,99,,,,,
2015,53,236577,1,1469.0,1216.0,189.0,0.0,189.0
2015,53,236577,2,3758.0,3050.0,496.0,2.0,498.0
2015,53,236577,99,5227.0,4266.0,685.0,2.0,687.0
2015,53,236595,1,2755.0,1960.0,339.0,3.0,342.0
2015,53,236595,2,5051.0,3740.0,659.0,1.0,660.0
2015,53,236595,99,7806.0,5700.0,998.0,4.0,1002.0
2015,53,236610,1,,,,,
2015,53,236610,2,,,,,
2015,53,236610,99,,,,,
2015,53,236638,1,,,,,
2015,53,236638,2,,,,,
2015,53,236638,99,,,,,
2015,53,236656,1,,,,,
2015,53,236656,2,,,,,
2015,53,236656,99,,,,,
2015,53,236692,1,,,,,
2015,53,236692,2,,,,,
2015,53,236692,99,,,,,
2015,53,236708,1,,,,,
2015,53,236708,2,,,,,
2015,53,236708,99,,,,,
2015,53,236744,1,,,,,
2015,53,236744,2,,,,,
2015,53,236744,99,,,,,
2015,53,236753,1,,,,,
2015,53,236753,2,,,,,
2015,53,236753,99,,,,,
2015,53,236887,1,,,,,
2015,53,236887,2,,,,,
2015,53,236887,99,,,,,
2015,53,236896,1,775.0,437.0,186.0,1.0,187.0
2015,53,236896,2,1041.0,588.0,172.0,2.0,174.0
2015,53,236896,99,1816.0,1025.0,358.0,3.0,361.0
2015,53,236939,1,8594.0,6658.0,2145.0,49.0,2194.0
2015,53,236939,2,11172.0,9084.0,2480.0,53.0,2533.0
2015,53,236939,99,19766.0,15742.0,4625.0,102.0,4727.0
2015,53,236948,1,17062.0,8696.0,3128.0,34.0,3162.0
2015,53,236948,2,19778.0,10950.0,3588.0,39.0,3627.0
2015,53,236948,99,36840.0,19646.0,6716.0,73.0,6789.0
2015,53,236975,1,,,,,
2015,53,236975,2,,,,,
2015,53,236975,99,,,,,
2015,53,236993,1,,,,,
2015,53,236993,2,,,,,
2015,53,236993,99,,,,,
2015,53,237011,1,4097.0,3260.0,1162.0,9.0,1171.0
2015,53,237011,2,5836.0,4923.0,1621.0,17.0,1638.0
2015,53,237011,99,9933.0,8183.0,2783.0,26.0,2809.0
2015,53,237039,1,,,,,
2015,53,237039,2,,,,,
2015,53,237039,99,,,,,
2015,53,237057,1,1488.0,644.0,150.0,,150.0
2015,53,237057,2,2302.0,975.0,214.0,,214.0
2015,53,237057,99,3790.0,1619.0,364.0,,364.0
2015,53,237066,1,1711.0,1003.0,200.0,0.0,200.0
2015,53,237066,2,2834.0,1834.0,383.0,1.0,384.0
2015,53,237066,99,4545.0,2837.0,583.0,1.0,584.0
2015,53,237109,1,,,,,
2015,53,237109,2,,,,,
2015,53,237109,99,,,,,
2015,54,237118,1,2283.0,1275.0,198.0,,198.0
2015,54,237118,2,1923.0,983.0,135.0,,135.0
2015,54,237118,99,4206.0,2258.0,333.0,,333.0
2015,21,237127,1,,,,,
2015,21,237127,2,,,,,
2015,21,237127,99,,,,,
2015,54,237136,1,47.0,25.0,21.0,0.0,21.0
2015,54,237136,2,54.0,23.0,22.0,0.0,22.0
2015,54,237136,99,101.0,48.0,43.0,0.0,43.0
2015,54,237145,1,1.0,0.0,,,
2015,54,237145,2,5.0,5.0,4.0,,4.0
2015,54,237145,99,6.0,5.0,4.0,,4.0
2015,54,237172,1,,,,,
2015,54,237172,2,,,,,
2015,54,237172,99,,,,,
2015,54,237181,1,790.0,526.0,149.0,,149.0
2015,54,237181,2,378.0,294.0,59.0,,59.0
2015,54,237181,99,1168.0,820.0,208.0,,208.0
2015,54,237215,1,242.0,184.0,111.0,1.0,112.0
2015,54,237215,2,376.0,291.0,153.0,2.0,155.0
2015,54,237215,99,618.0,475.0,264.0,3.0,267.0
2015,54,237242,1,,,,,
2015,54,237242,2,,,,,
2015,54,237242,99,,,,,
2015,54,237303,1,,,,,
2015,54,237303,2,,,,,
2015,54,237303,99,,,,,
2015,54,237312,1,739.0,399.0,137.0,0.0,137.0
2015,54,237312,2,1210.0,623.0,179.0,3.0,182.0
2015,54,237312,99,1949.0,1022.0,316.0,3.0,319.0
2015,54,237321,1,,,,,
2015,54,237321,2,,,,,
2015,54,237321,99,,,,,
2015,54,237330,1,634.0,532.0,200.0,3.0,203.0
2015,54,237330,2,817.0,700.0,241.0,1.0,242.0
2015,54,237330,99,1451.0,1232.0,441.0,4.0,445.0
2015,54,237358,1,855.0,493.0,90.0,0.0,90.0
2015,54,237358,2,1315.0,779.0,119.0,0.0,119.0
2015,54,237358,99,2175.0,1273.0,209.0,0.0,209.0
2015,54,237367,1,1260.0,799.0,372.0,4.0,376.0
2015,54,237367,2,1759.0,1157.0,437.0,11.0,448.0
2015,54,237367,99,3019.0,1956.0,809.0,15.0,824.0
2015,54,237385,1,712.0,500.0,161.0,49.0,210.0
2015,54,237385,2,717.0,536.0,126.0,5.0,131.0
2015,54,237385,99,1429.0,1036.0,287.0,54.0,341.0
2015,54,237437,1,,,,,
2015,54,237437,2,,,,,
2015,54,237437,99,,,,,
2015,54,237473,1,,,,,
2015,54,237473,2,,,,,
2015,54,237473,99,,,,,
2015,54,237491,1,,,,,
2015,54,237491,2,,,,,
2015,54,237491,99,,,,,
2015,54,237525,1,2060.0,1766.0,781.0,7.0,788.0
2015,54,237525,2,2851.0,2551.0,1119.0,6.0,1125.0
2015,54,237525,99,4911.0,4317.0,1900.0,13.0,1913.0
2015,54,237543,1,,,,,
2015,54,237543,2,,,,,
2015,54,237543,99,,,,,
2015,54,237552,1,,,,,
2015,54,237552,2,,,,,
2015,54,237552,99,,,,,
2015,54,237561,1,6.0,5.0,5.0,0.0,5.0
2015,54,237561,2,9.0,7.0,7.0,0.0,7.0
2015,54,237561,99,15.0,12.0,12.0,0.0,12.0
2015,54,237570,1,,,,,
2015,54,237570,2,,,,,
2015,54,237570,99,,,,,
2015,54,237598,1,,,,,
2015,54,237598,2,,,,,
2015,54,237598,99,,,,,
2015,54,237604,1,,,,,
2015,54,237604,2,,,,,
2015,54,237604,99,,,,,
2015,54,237613,1,,,,,
2015,54,237613,2,,,,,
2015,54,237613,99,,,,,
2015,54,237640,1,414.0,213.0,63.0,1.0,64.0
2015,54,237640,2,468.0,202.0,54.0,3.0,57.0
2015,54,237640,99,882.0,415.0,117.0,4.0,121.0
2015,54,237686,1,,,,,
2015,54,237686,2,,,,,
2015,54,237686,99,,,,,
2015,54,237701,1,,,,,
2015,54,237701,2,,,,,
2015,54,237701,99,,,,,
2015,54,237729,1,,,,,
2015,54,237729,2,,,,,
2015,54,237729,99,,,,,
2015,54,237783,1,,,,,
2015,54,237783,2,,,,,
2015,54,237783,99,,,,,
2015,54,237792,1,756.0,670.0,289.0,4.0,293.0
2015,54,237792,2,892.0,811.0,342.0,3.0,345.0
2015,54,237792,99,1648.0,1481.0,631.0,7.0,638.0
2015,54,237817,1,,,,,
2015,54,237817,2,,,,,
2015,54,237817,99,,,,,
2015,54,237844,1,,,,,
2015,54,237844,2,,,,,
2015,54,237844,99,,,,,
2015,54,237880,1,,,,,
2015,54,237880,2,,,,,
2015,54,237880,99,,,,,
2015,54,237899,1,651.0,603.0,180.0,6.0,186.0
2015,54,237899,2,788.0,751.0,176.0,3.0,179.0
2015,54,237899,99,1439.0,1354.0,356.0,9.0,365.0
2015,54,237905,1,,,,,
2015,54,237905,2,,,,,
2015,54,237905,99,,,,,
2015,54,237932,1,621.0,420.0,156.0,0.0,156.0
2015,54,237932,2,1071.0,800.0,251.0,1.0,252.0
2015,54,237932,99,1692.0,1220.0,408.0,1.0,409.0
2015,54,237950,1,583.0,342.0,171.0,5.0,176.0
2015,54,237950,2,346.0,229.0,92.0,0.0,92.0
2015,54,237950,99,929.0,571.0,263.0,5.0,268.0
2015,54,237969,1,805.0,604.0,177.0,0.0,177.0
2015,54,237969,2,977.0,772.0,215.0,0.0,215.0
2015,54,237969,99,1782.0,1376.0,392.0,0.0,392.0
2015,54,237978,1,,,,,
2015,54,237978,2,,,,,
2015,54,237978,99,,,,,
2015,54,237987,1,,,,,
2015,54,237987,2,,,,,
2015,54,237987,99,,,,,
2015,54,237996,1,,,,,
2015,54,237996,2,,,,,
2015,54,237996,99,,,,,
2015,54,238005,1,,,,,
2015,54,238005,2,,,,,
2015,54,238005,99,,,,,
2015,54,238014,1,,,,,
2015,54,238014,2,,,,,
2015,54,238014,99,,,,,
2015,54,238032,1,7891.0,6646.0,2516.0,3.0,2519.0
2015,54,238032,2,7462.0,6528.0,2253.0,10.0,2263.0
2015,54,238032,99,15353.0,13174.0,4769.0,13.0,4782.0
2015,54,238078,1,416.0,368.0,104.0,,104.0
2015,54,238078,2,383.0,364.0,80.0,,80.0
2015,54,238078,99,1217.0,739.0,184.0,,184.0
2015,54,238096,1,0.0,,,,
2015,54,238096,2,6.0,6.0,4.0,,4.0
2015,54,238096,99,6.0,6.0,4.0,,4.0
2015,55,238166,1,,,,,
2015,55,238166,2,,,,,
2015,55,238166,99,,,,,
2015,55,238175,1,,,,,
2015,55,238175,2,,,,,
2015,55,238175,99,,,,,
2015,55,238193,1,0.0,,,,
2015,55,238193,2,613.0,473.0,225.0,6.0,231.0
2015,55,238193,99,613.0,473.0,225.0,6.0,231.0
2015,55,238263,1,,,,,
2015,55,238263,2,,,,,
2015,55,238263,99,,,,,
2015,55,238324,1,5.0,3.0,3.0,,3.0
2015,55,238324,2,37.0,26.0,26.0,,26.0
2015,55,238324,99,42.0,29.0,29.0,,29.0
2015,55,238333,1,1677.0,1091.0,194.0,,194.0
2015,55,238333,2,1875.0,1352.0,198.0,,198.0
2015,55,238333,99,3552.0,2443.0,392.0,,392.0
2015,55,238397,1,,,,,
2015,55,238397,2,,,,,
2015,55,238397,99,,,,,
2015,55,238430,1,213.0,161.0,49.0,0.0,49.0
2015,55,238430,2,570.0,441.0,122.0,0.0,122.0
2015,55,238430,99,783.0,602.0,171.0,0.0,171.0
2015,55,238458,1,830.0,768.0,246.0,4.0,250.0
2015,55,238458,2,1507.0,1428.0,509.0,2.0,511.0
2015,55,238458,99,2337.0,2196.0,755.0,6.0,761.0
2015,55,238476,1,2978.0,2083.0,370.0,0.0,370.0
2015,55,238476,2,4190.0,2952.0,381.0,1.0,382.0
2015,55,238476,99,7168.0,5035.0,751.0,1.0,752.0
2015,55,238573,1,,,,,
2015,55,238573,2,,,,,
2015,55,238573,99,,,,,
2015,55,238616,1,1171.0,773.0,251.0,4.0,255.0
2015,55,238616,2,1666.0,1186.0,371.0,1.0,372.0
2015,55,238616,99,2937.0,1959.0,622.0,5.0,627.0
2015,55,238661,1,307.0,204.0,72.0,0.0,72.0
2015,55,238661,2,853.0,687.0,226.0,0.0,226.0
2015,55,238661,99,1160.0,891.0,298.0,0.0,298.0
2015,55,238722,1,,,,,
2015,55,238722,2,,,,,
2015,55,238722,99,,,,,
2015,55,238759,1,,,,,
2015,55,238759,2,,,,,
2015,55,238759,99,,,,,
2015,55,238786,1,,,,,
2015,55,238786,2,,,,,
2015,55,238786,99,,,,,
2015,55,238810,1,,,,,
2015,55,238810,2,,,,,
2015,55,238810,99,,,,,
2015,55,238892,1,146.0,124.0,40.0,5.0,45.0
2015,55,238892,2,63.0,56.0,18.0,4.0,22.0
2015,55,238892,99,209.0,180.0,58.0,9.0,67.0
2015,55,238980,1,611.0,585.0,131.0,57.0,188.0
2015,55,238980,2,406.0,394.0,75.0,105.0,180.0
2015,55,238980,99,1017.0,979.0,206.0,162.0,368.0
2015,55,239008,1,,,,,
2015,55,239008,2,,,,,
2015,55,239008,99,,,,,
2015,55,239017,1,1348.0,835.0,167.0,2.0,169.0
2015,55,239017,2,1666.0,1222.0,227.0,4.0,231.0
2015,55,239017,99,3014.0,2057.0,394.0,6.0,400.0
2015,55,239071,1,172.0,115.0,85.0,5.0,90.0
2015,55,239071,2,166.0,117.0,91.0,6.0,97.0
2015,55,239071,99,338.0,232.0,176.0,11.0,187.0
2015,55,239080,1,403.0,327.0,104.0,,104.0
2015,55,239080,2,771.0,658.0,178.0,,178.0
2015,55,239080,99,1174.0,985.0,282.0,,282.0
2015,55,239105,1,9340.0,6696.0,811.0,2.0,813.0
2015,55,239105,2,11146.0,8506.0,1061.0,2.0,1063.0
2015,55,239105,99,20486.0,15202.0,1872.0,4.0,1876.0
2015,55,239132,1,,,,,
2015,55,239132,2,,,,,
2015,55,239132,99,,,,,
2015,55,239169,1,,,,,
2015,55,239169,2,,,,,
2015,55,239169,99,,,,,
2015,55,239220,1,,,,,
2015,55,239220,2,,,,,
2015,55,239220,99,,,,,
2015,55,239248,1,,,,,
2015,55,239248,2,,,,,
2015,55,239248,99,,,,,
2015,55,239309,1,205.0,124.0,56.0,1.0,57.0
2015,55,239309,2,479.0,300.0,121.0,0.0,121.0
2015,55,239309,99,684.0,424.0,177.0,1.0,178.0
2015,55,239318,1,1674.0,1174.0,366.0,19.0,385.0
2015,55,239318,2,652.0,337.0,128.0,5.0,133.0
2015,55,239318,99,2326.0,1511.0,494.0,24.0,518.0
2015,55,239372,1,,,,,
2015,55,239372,2,,,,,
2015,55,239372,99,,,,,
2015,55,239390,1,6.0,0.0,,,
2015,55,239390,2,758.0,402.0,146.0,0.0,146.0
2015,55,239390,99,764.0,402.0,146.0,0.0,146.0
2015,55,239424,1,,,,,
2015,55,239424,2,,,,,
2015,55,239424,99,,,,,
2015,55,239442,1,,,,,
2015,55,239442,2,,,,,
2015,55,239442,99,,,,,
2015,55,239460,1,,,,,
2015,55,239460,2,,,,,
2015,55,239460,99,,,,,
2015,55,239488,1,,,,,
2015,55,239488,2,,,,,
2015,55,239488,99,,,,,
2015,55,239503,1,,,,,
2015,55,239503,2,,,,,
2015,55,239503,99,,,,,
2015,55,239512,1,411.0,236.0,68.0,0.0,68.0
2015,55,239512,2,441.0,251.0,60.0,0.0,60.0
2015,55,239512,99,852.0,487.0,128.0,0.0,128.0
2015,55,239628,1,792.0,512.0,120.0,0.0,120.0
2015,55,239628,2,1082.0,727.0,96.0,0.0,96.0
2015,55,239628,99,1874.0,1239.0,216.0,0.0,216.0
2015,55,239637,1,,,,,
2015,55,239637,2,,,,,
2015,55,239637,99,,,,,
2015,55,239716,1,1682.0,1244.0,274.0,0.0,274.0
2015,55,239716,2,2132.0,1719.0,327.0,0.0,327.0
2015,55,239716,99,3814.0,2963.0,601.0,0.0,601.0
2015,55,239743,1,159.0,70.0,17.0,0.0,17.0
2015,55,239743,2,254.0,125.0,44.0,1.0,45.0
2015,55,239743,99,413.0,195.0,61.0,1.0,62.0
2015,55,239877,1,,,,,
2015,55,239877,2,,,,,
2015,55,239877,99,,,,,
2015,55,239910,1,,,,,
2015,55,239910,2,,,,,
2015,55,239910,99,,,,,
2015,55,239929,1,,,,,
2015,55,239929,2,,,,,
2015,55,239929,99,,,,,
2015,55,240055,1,2474.0,2468.0,1504.0,280.0,1784.0
2015,55,240055,2,2940.0,2935.0,1583.0,344.0,1927.0
2015,55,240055,99,5414.0,5403.0,3087.0,624.0,3711.0
2015,55,240107,1,502.0,257.0,72.0,0.0,72.0
2015,55,240107,2,928.0,689.0,208.0,1.0,209.0
2015,55,240107,99,1430.0,946.0,280.0,1.0,281.0
2015,55,240116,1,,,,,
2015,55,240116,2,,,,,
2015,55,240116,99,,,,,
2015,55,240125,1,,,,,
2015,55,240125,2,,,,,
2015,55,240125,99,,,,,
2015,55,240170,1,,,,,
2015,55,240170,2,,,,,
2015,55,240170,99,,,,,
2015,55,240189,1,2975.0,2356.0,1142.0,3.0,1145.0
2015,55,240189,2,3107.0,2540.0,1037.0,7.0,1044.0
2015,55,240189,99,6082.0,4896.0,2179.0,10.0,2189.0
2015,55,240198,1,,,,,
2015,55,240198,2,,,,,
2015,55,240198,99,,,,,
2015,55,240213,1,,,,,
2015,55,240213,2,,,,,
2015,55,240213,99,,,,,
2015,55,240240,1,,,,,
2015,55,240240,2,,,,,
2015,55,240240,99,,,,,
2015,55,240268,1,2138.0,1721.0,803.0,3.0,806.0
2015,55,240268,2,3668.0,3226.0,1432.0,1.0,1433.0
2015,55,240268,99,5806.0,4947.0,2235.0,4.0,2239.0
2015,55,240277,1,699.0,561.0,252.0,5.0,257.0
2015,55,240277,2,1438.0,1249.0,508.0,24.0,532.0
2015,55,240277,99,2137.0,1810.0,760.0,29.0,789.0
2015,55,240329,1,2328.0,1752.0,829.0,0.0,829.0
2015,55,240329,2,3723.0,3089.0,1239.0,3.0,1242.0
2015,55,240329,99,6051.0,4841.0,2068.0,3.0,2071.0
2015,55,240338,1,342.0,302.0,123.0,0.0,123.0
2015,55,240338,2,368.0,350.0,144.0,0.0,144.0
2015,55,240338,99,710.0,652.0,267.0,0.0,267.0
2015,55,240365,1,1943.0,1545.0,639.0,6.0,645.0
2015,55,240365,2,2812.0,2330.0,914.0,8.0,922.0
2015,55,240365,99,4755.0,3875.0,1553.0,14.0,1567.0
2015,55,240374,1,710.0,562.0,259.0,18.0,277.0
2015,55,240374,2,952.0,794.0,324.0,19.0,343.0
2015,55,240374,99,1662.0,1356.0,583.0,37.0,620.0
2015,55,240392,1,81.0,77.0,34.0,21.0,55.0
2015,55,240392,2,351.0,323.0,102.0,88.0,190.0
2015,55,240392,99,432.0,400.0,136.0,109.0,245.0
2015,55,240417,1,1664.0,1528.0,845.0,8.0,853.0
2015,55,240417,2,1531.0,1445.0,710.0,12.0,722.0
2015,55,240417,99,3195.0,2973.0,1555.0,20.0,1575.0
2015,55,240426,1,407.0,380.0,153.0,2.0,155.0
2015,55,240426,2,599.0,566.0,204.0,8.0,212.0
2015,55,240426,99,1006.0,946.0,357.0,10.0,367.0
2015,55,240435,1,,,,,
2015,55,240435,2,,,,,
2015,55,240435,99,,,,,
2015,55,240444,1,13856.0,7464.0,3024.0,8.0,3032.0
2015,55,240444,2,14151.0,8670.0,3234.0,3.0,3237.0
2015,55,240444,99,28007.0,16134.0,6258.0,11.0,6269.0
2015,55,240453,1,3918.0,3260.0,1532.0,20.0,1552.0
2015,55,240453,2,4840.0,4253.0,1729.0,34.0,1763.0
2015,55,240453,99,8758.0,7513.0,3261.0,54.0,3315.0
2015,55,240462,1,2292.0,2189.0,1097.0,6.0,1103.0
2015,55,240462,2,1239.0,1141.0,511.0,7.0,518.0
2015,55,240462,99,3531.0,3330.0,1608.0,13.0,1621.0
2015,55,240471,1,967.0,832.0,390.0,8.0,398.0
2015,55,240471,2,1509.0,1391.0,657.0,11.0,668.0
2015,55,240471,99,2476.0,2223.0,1047.0,19.0,1066.0
2015,55,240480,1,1987.0,1783.0,850.0,18.0,868.0
2015,55,240480,2,2394.0,2163.0,912.0,12.0,924.0
2015,55,240480,99,4381.0,3946.0,1762.0,30.0,1792.0
2015,56,240505,1,,,,,
2015,56,240505,2,,,,,
2015,56,240505,99,,,,,
2015,56,240514,1,,,,,
2015,56,240514,2,,,,,
2015,56,240514,99,,,,,
2015,56,240596,1,,,,,
2015,56,240596,2,,,,,
2015,56,240596,99,,,,,
2015,56,240620,1,,,,,
2015,56,240620,2,,,,,
2015,56,240620,99,,,,,
2015,56,240657,1,,,,,
2015,56,240657,2,,,,,
2015,56,240657,99,,,,,
2015,56,240666,1,,,,,
2015,56,240666,2,,,,,
2015,56,240666,99,,,,,
2015,56,240693,1,,,,,
2015,56,240693,2,,,,,
2015,56,240693,99,,,,,
2015,56,240709,1,,,,,
2015,56,240709,2,,,,,
2015,56,240709,99,,,,,
2015,56,240718,1,,,,,
2015,56,240718,2,,,,,
2015,56,240718,99,,,,,
2015,56,240727,1,2293.0,2174.0,832.0,12.0,844.0
2015,56,240727,2,2361.0,2279.0,842.0,6.0,848.0
2015,56,240727,99,4657.0,4455.0,1674.0,18.0,1692.0
2015,60,240736,1,,,,,
2015,60,240736,2,,,,,
2015,60,240736,99,,,,,
2015,66,240745,1,,,,,
2015,66,240745,2,,,,,
2015,66,240745,99,,,,,
2015,66,240754,1,,,,,
2015,66,240754,2,,,,,
2015,66,240754,99,,,,,
2015,69,240790,1,,,,,
2015,69,240790,2,,,,,
2015,69,240790,99,,,,,
2015,72,240879,1,,,,,
2015,72,240879,2,,,,,
2015,72,240879,99,,,,,
2015,72,240985,1,,,,,
2015,72,240985,2,,,,,
2015,72,240985,99,,,,,
2015,72,241100,1,,,,,
2015,72,241100,2,,,,,
2015,72,241100,99,,,,,
2015,72,241128,1,,,,,
2015,72,241128,2,,,,,
2015,72,241128,99,,,,,
2015,72,241146,1,,,,,
2015,72,241146,2,,,,,
2015,72,241146,99,,,,,
2015,72,241182,1,,,,,
2015,72,241182,2,,,,,
2015,72,241182,99,,,,,
2015,72,241191,1,102.0,98.0,69.0,0.0,69.0
2015,72,241191,2,214.0,208.0,149.0,1.0,150.0
2015,72,241191,99,316.0,306.0,218.0,1.0,219.0
2015,72,241216,1,,,,,
2015,72,241216,2,,,,,
2015,72,241216,99,,,,,
2015,72,241225,1,210.0,135.0,69.0,15.0,84.0
2015,72,241225,2,538.0,373.0,110.0,26.0,136.0
2015,72,241225,99,748.0,508.0,179.0,41.0,220.0
2015,72,241304,1,,,,,
2015,72,241304,2,,,,,
2015,72,241304,99,,,,,
2015,72,241331,1,19.0,15.0,12.0,2.0,14.0
2015,72,241331,2,62.0,54.0,44.0,0.0,44.0
2015,72,241331,99,81.0,69.0,56.0,2.0,58.0
2015,72,241377,1,,,,,
2015,72,241377,2,,,,,
2015,72,241377,99,,,,,
2015,72,241386,1,,,,,
2015,72,241386,2,,,,,
2015,72,241386,99,,,,,
2015,72,241395,1,51.0,49.0,24.0,,24.0
2015,72,241395,2,110.0,108.0,41.0,,41.0
2015,72,241395,99,161.0,157.0,65.0,,65.0
2015,72,241410,1,717.0,688.0,404.0,0.0,404.0
2015,72,241410,2,1247.0,1202.0,561.0,0.0,561.0
2015,72,241410,99,1964.0,1890.0,965.0,0.0,965.0
2015,72,241517,1,,,,,
2015,72,241517,2,,,,,
2015,72,241517,99,,,,,
2015,72,241614,1,,,,,
2015,72,241614,2,,,,,
2015,72,241614,99,,,,,
2015,72,241720,1,137.0,127.0,107.0,0.0,107.0
2015,72,241720,2,155.0,136.0,101.0,1.0,102.0
2015,72,241720,99,292.0,263.0,208.0,1.0,209.0
2015,72,241739,1,,,,,
2015,72,241739,2,,,,,
2015,72,241739,99,,,,,
